Company name,Booth,Website,Website link,Company info
KAMSTRUP A/S,L1-L30,http://-,http://-,"Kamstrup is a world-leading supplier of intelligent energy and water metering solutions.

Our innovative product ranges of hardware, software and services, including; consumption meters, communication infrastructure, meter data management systems, smart grid applications, hosted solutions and tools for data analysis.

Kamstrups water meters are based on the latest ultrasonic technology. They have no moving parts and maintain pinpoint accuracy throughout the entire lifetime of up to 16 years."
KASCO MARINE,B2-H07,http://www.kascomarine.com,http://www.kascomarine.com,"As a family owned company, Kasco has offered world-leading water quality solutions since the very beginning. Today, we provide fountains, surface aerators, diffused aerators, de-icers, circulators, beneficial bacteria and dye to countless aquatic industries, all with the goal of improving your water quality, and moving your water forward.  www.kascomarine.com"
KEPPEL CORPORATION LIMITED,L1-Q28,http://kepcorp.com/en/,http://kepcorp.com/en/,"With a global footprint in more than 20 countries, Keppel is a multi-business company providing robust solutions for sustainable urbanisation, to meet the growing need for energy, infrastructure, clean environments, high quality homes and offices, and connectivity.

It aims to be a global company at the forefront of its chosen industries, shaping the future for the benefit of all its stakeholders  Sustaining Growth, Empowering Lives and Nurturing Communities.

The Keppel Group of Companies includes Keppel Offshore & Marine, Keppel Land, Keppel Infrastructure, Keppel Telecommunications & Transportation (Keppel T&T;), Keppel Capital Holdings, and Keppel Urban Solutions among others."
KERNEOS ASIA PACIFIC PTE. LTD,B2-P40,http://www.sewpercoat.com,http://www.sewpercoat.com,"SewperCoat® is a technological breakthrough in cementitious material designed specifically for the municipal wastewater industry to provide a structural, abrasion and corrosion-resistant, protective lining against H2S corrosion relative to hydrogen sulfide (H2S) found in wastewater environments.
The unique mineralogy of SewperCoat® is the key to its ultimate performance. Both the cement and aggregate in SewperCoat® are 100% pure fused calcium aluminate. This provides a level of protection that other CA based mortars with a natural aggregate system simply cannot achieve. SewperCoat® is used throughout the world for rehabilitating structures such as manholes, wet wells, lift stations, pipe networks, and treatment plant"
KMU LOFT CLEANWATER GMBH,-,http://www.kmu-loft.de,http://www.kmu-loft.de,"KMU LOFT Cleanwater systems evaporate contaminated water under vacuum and then condense it. Our vacuum evaporators KLC DESTIMAT® and KLC PROWADEST® set high standards in waste water treatment with a throughput of 25 to 5,000 l/h. The KLC-MASTER Line® is our new generation of vacuum evaporator plants for the high-quality preparation of industrial process water. 

This new plant series brings together the proven advantages and targeted further developments of our existing product lines, which are epitomised in the performance and quality of the KMU LOFT plants, including future-proof functionality."
KOREA WATER FORUM,B2-X10,http://www.koreawaterforum.org,http://www.koreawaterforum.org,"Korea Water Forum is a representative network channel in the water sector, organizing the Water Business Forum 3-4 times a year to connect water partners across the world.
Five Korean companies selected by the Ministry of Lands, Infrastructure and Transport and the KWF  KOLON INDUSTRY (UF/MF, Reinforced Hollow Finer Membrane, LENA), PROSAVE (Air Release Valve, Vacuum Breaker Valve, Solar-assisted multiple-effect distiller), SMARF (smart farming, IoT agriculture, smart irrigation), THE WAVE TALK (Whole Inspection system, Concentration, Identification) and WARECO (Water supply inspection, Pipeline survey, Leak detection)  will promote cutting-edge technologies and innovation in the Singapore International Water Week 2018."
KUIPERCOMPAGNONS,B2-M32,http://-,http://-,NA
K-WATER(KOREA WATER RESOURCES CORPORATION),B2-W16,http://www.kwater.or.kr,http://www.kwater.or.kr,"K-water has been a national leader in the economic development and living standard improvement through efficient water resources management since its foundation in 1967.

Through the operation of 16 multi-purpose dams and integrated regional water supply systems, K-water manages half the national water supply facility capacity. As well, we operate 22 local water supply systems and are participating in the sewerage business.

In addition, as the No. 1 renewable energy company in Korea, K-water provides 25% of the national facility capacity of renewable energy."
LASER DIAGNOSTIC INSTRUMENTS,-,http://www.ldi.ee,http://www.ldi.ee,"Laser Diagnostic Instruments (LDI) produces the Remote Optical Watcher (ROW) for the detection of oil on water. We are located in the Baltic country of Estonia at the northern corner of Europe. What is special about our company is we do all our R&D; and manufacturing in-house. Our expertise is source from engineers who have contributed to nine technological patents in the advancement of fluorescence technology. Our products are simple to operate, and has established LDI's capability to provide real-time, reliable environmental monitoring."
"LI JING VISCARB CO., LTD",B2-R30,http://www.viscarb.com.tw,http://www.viscarb.com.tw,"In the trend of rapid industrial development, environment pollution caused by scientific and technical development is drawing more and more attention for human life ecology sustaining.In consideration of the spirit of environmental protection, we entered the activated carbon market in 1999 aiming to build a sustainable environment, benefit the next generation and make contributions to the Global Human Village. During this period, the company ceaselessly made great efforts to research and develop products related to activated carbon and founded the second activated carbon molding filter element factory in 2004. we gained two certifications :NSF 42 and ISO 9001:2015."
"LIANYUNGANG ZHONGFU LIANZHONG COMPOSITES GROUP CO., LTD",B2-J16,http://www.lzfrp.com,http://www.lzfrp.com,"Lianyungang Zhongfu Lianzhong Composites Group Co., Ltd, the biggest FRP manufacture in China, was found in Founded in 1987 with more than 2800 employees, of which engineering staff is more than 600. Now the company has developed to a
national key new technology company, which gathers composites product design, manufacture and service together with FRP pipe, FRP tank and high- pressure pipe as main products. FRP pipe of Lianzhong brand have been awarded the title of China Top brand and the certificate of API and WRAS, which are applied in electric power, nuclear power, sea water desalination, LNG Terminal and water"
LINDE GAS SINGAPORE PTE LTD,B2-M11,http://www.linde-gas.com,http://www.linde-gas.com,"The Linde Group is one of the leading gases and engineering companies in the world, with revenue over EUR 17 Billion in 2017, and has 58,000 employees in more than 100 countries worldwide. Our gases division produces and distributes oxygen, nitrogen, argon, hydrogen, carbon monoxide and carbon dioxide, shielding gases, fuel gases, noble gases and specialty gases. We have implemented hundreds of projects globally, encompassing wastewater, drinking water, surface water and process water to eliminate odors, treat volatile fatty acids, remove micro-pollutants, achieve optimal biological oxygen demand, control wastewater or raw water pH or water remineralization. 

Visit www.linde-gas.com for more."
LIQUINEX GROUP PTE LTD,B2-Q12,http://www.liquinex.com,http://www.liquinex.com,SINGAPORE BASED COMPANY SPECIALIZING IN WATER TREATMENT USING CERAMIC MEMBRANES AND DISTRIBUTOR FOR AIRA 4MATIC GLOBAL VALVE AUTOMATION PVT. LTD FOR THE REGION.
LIT UV ELEKTRO GMBH,B2-L10,http://-,http://-,"LIT is the leading developer and manufacturer of UV systems for water, air and surface disinfection. Founded in 1991, LIT is a global operating company with production and support facilities in various countries. We offer UV disinfection systems for natural, industrial, waste- and other water applications with various capacities depending on the project specific water quality, the required disinfection level and the operational conditions. A wide range of LIT UV equipment is certified according to international accepted standards: ÖVGW (Austria), DVGW (Germany), US EPA (USA), NVI (Norway)."
"LONGTECH MACHINERY INDUSTRY CO., LTD",B2-Q37,http://-,http://-,NA
LOUISIANA DISTRICT EXPORT COUNCIL,L1-Q33,http://www.ldec.org,http://www.ldec.org,"The Louisiana District Export Council (LDEC), a non-profit organization made up of members from throughout the state, serves as an advocate for international trade issues that impact Louisiana. LDEC provides local leadership in international trade through its 35-member council of international trade veterans and experts, all appointed by the U.S. Secretary of Commerce."
LOUISIANA ECONOMIC DEVELOPMENT,L1-Q33,http://www.opportunitylouisiana.com/,http://www.opportunitylouisiana.com/,"Louisiana is an ideal location for water management companies with its proximity to the Mississippi River and the Gulf of Mexico. Dozens of companies with capabilities related to Gulf Coast restoration and water resource management are located in the state, and billions of dollars are spent each year on coastal restoration and flood control in Louisiana.

Louisiana Economic Development is the lead economic development organization for the State of Louisiana."
MAAGAN FILTRATION,L1-J10,http://www.maaganfiltration.com,http://www.maaganfiltration.com,"Maagan Filtration offers the only automatic filtration solution down to 1 micron. Maagan Filtration, an innovative and technology oriented company, sets new Our two new filters models, the SHEAF FILTER & FIBER DISC FILTER, offer excellent alternative to cartridges and bag filters due to their self-rinsing abilities. Maagan's filters have superior filtration performance with significantly less water used during backwash comparing to media / sand filter types.standards for 1 to 5 micron fine filtration, with removal rates of up to 98% at highly operational efficiencies and at affordable cost."
MARECHAL ELECTRIC ASIA PTE LTD,B2-R11,http://www.marechal.com,http://www.marechal.com,"MARECHAL ELECTRIC is a French family business, independent & committed to its customers, its employees and its suppliers.
The company is specialize in the manufacturing of low voltage electrical connectors ranging from 5A to 700A, as well as electrical solutions for potentially hazardous atmospheres through TECHNOR® brand.
Our customers benefit from MARECHAL® products which is design to ensure safety, durability, performance, ease of use and energy efficiency!
Marechal Electric Asia Pte Ltd
9 Tagore Lane #01-05 
9@Tagore (S) 787472
Tel : +65 6554 2722"
MARINEAID AND ENGINEERING PTE LTD,B2-M31,http://www.marineaid.com.sg,http://www.marineaid.com.sg,"Exclusive distributor for submersible pump for GRINDEX AB    &    PRORIL
Our products :
We offer reliable and quality pumps for almost any applications
Wide range of dewatering, slurry, sludge, sewage, stainless steel, handy & residue pumps
Our services :
One stop solution center for submersible pump sales, rental, service and repair
Integration, configuration with commissioning
Competitive rental package with service support
Our team :
Responsive sales team
Professionally trained and dedicated service and repair team"
MARSHALL CAVENDISH BUSINESS INFORMATION PTE LTD,L1-Q45,https://www.timesdirectories.com/,https://www.timesdirectories.com/,"Marshall Cavendish Business Information Private Limited is a leading publisher of niche industry directories in Singapore. The company publishes more than 30 trade directories annually covering key industries, including agri-food business; banking & finance; biomedical sciences; building & construction; chemicals; conference & exhibition; electronics; environmental; general business; halal products & services; hotel, restaurant & catering; maritime & logistics; medical technology; ship repairing & shipbuilding and sports. 

With offices spanning Singapore, Malaysia, Thailand and Hong Kong, Marshall Cavendish Business Informations vision is to be a leading provider of business information in Asia and the region.

Please vist www.timesdirectories.com."
"MBT CO., LTD",B2-X05,http://www.ecombt.com,http://www.ecombt.com,"We have been established 2005 begin with on the basis of supporting and production of membrane and MBR etc. In 2015, we have developed a new rapid water treatment solution called GJ-R.
We always keep in our mind the slogan which goes ""we consider the future of water and environment."" and do our best for further development.
Operational staffs include brains of the fields of maritime and plants to make ourselves capable of taking care of any kinds of demands from our customers, and always consider our customer to be our good partner only to have ourselves developed along with them. Thanks."
MC-BAUCHEMIE SINGAPORE PTE LTD,B2-J25,http://www.mc-bauchemie.sg,http://www.mc-bauchemie.sg,"MC-Bauchemie Singapore Pte Ltd is part of the MC-Bauchemie group, founded in 1965 and present in Singapore since 1998. As a leading manufacturer of construction chemicals, MC has supplied chemical grouting material to numerous transport and water/wastewater related infrastructure projects in Singapore and is considered the gold standard in tunnel-related concrete repair. Why MC? Because we take building seriously."
MEGA UNION TECHNOLOGY INCORPORATED,B2-T02,http://www.megaunion-tw.com,http://www.megaunion-tw.com,Mega Union is devoted to supplying a variety of industry water needs to our customers. We are also dedicated in water reclaim to extend the water life cycle and reduce water exhaust.
MEMSTAR PTE LTD,B2-N20,http://www.memstar.com.sg,http://www.memstar.com.sg,"Memstar is a global leader in research, manufacturing, and application development of polyvinylidene fluoride (PVDF) hollow fiber membrane technology.

We have the capability to produce Ultrafiltration (UF) and Micro-Filtration (MF) membrane fibers with different pore sizes using both Non-solvent Induced Phase Separation (NIPS) and Thermal Induced Phase Separation (TIPS) processes.

As your global technology partner, Memstar provides the lowest cost solution to meet your needs. Our extensive know-how of PVDF hollow fiber technology and large scale advanced manufacturing provides the highest value to our partners."
METASIS ENGINEERING SDN BHD,B2-F34,http://www.metasisengineering.com,http://www.metasisengineering.com,We manufacture and supply a wide range of filtration equipment for solid/liquid separation. Our main products include Filter Press; Pressure Leaf Filter; Bag Filter; and Cartridge Filter. We also provide spare parts and after sales service/maintenance contract for these filtration equipment.
METASPHERE LTD,B2-T30,http://-,http://-,NA
"METER INSTRUMENTS CO., LTD",B2-S36,http://www.njmeter.cn/,http://www.njmeter.cn/,"METER INSTRUMENTS. CO., LTD? IS A HIGH-TECH ENTERPRISE WHICH ENGAGES IN RESEARCH/DEVELOPMENT AND PRODUCTION OF CUTTING EDGE ULTRASONIC WATER METER, FLOW METER, SMART VALVE,SMART FIRE HYDRANT, HEAT METER , REMOTE METER READING SYSTEM?AMR AND DMA"
METROHM SINGAPORE,B2-Q14,http://www.metrohm.com.sg,http://www.metrohm.com.sg,"Metrohm is a leading manufacturer of high-precision instruments for chemical analysis. We offer a complete line of analytical laboratory and process systems for titration, ion chromatography, spectroscopy (NIRs, Raman), and electrochemistry (PGSTAT, Voltammetry).

To serve the Asia Pacific Region better, Metrohm Singapore was established in 1996 as a wholly-owned subsidiary of Metrohm AG, Switzerland. With a history that started in 1943, Metrohm AG is the worlds leading manufacturer of uncompromising quality precision instruments for chemical ion analysis and developer of tailor-made applications that help our customers safeguard their product quality, compliance with regulations, and process optimization."
METTLER-TOLEDO (S) PTE LTD,B2-F28,http://www.mt.com/sg,http://www.mt.com/sg,"METTLER TOLEDO is a global manufacturer and marketer of precision instruments for use in laboratory, industrial process analytics, product inspections and food retailing applications.

METTLER TOLEDO's Process Analytics division develops and manufactures instrumentation and sensors for process measurement and control. Consisting of two business units - Ingold and Thornton, common measurements offered are pH / ORP, Dissolved Oxygen/Ozone, Resistivity/Conductivity, TOC, Microbial Monitoring and Process Gas Analytics."
MICRODYN-NADIR,B2-N13,http://-,http://-,"With locations in Germany, North America, Asia, and Brazil, MICRODYN-NADIR is a leading supplier of customized spiral membrane elements, MBR modules, and hollow-fiber, capillary and tubular membrane modules.  Its product portfolio includes reverse osmosis, nanofiltration, ultrafiltration, and microfiltration membranes. 

For over 50 years, MICRODYN-NADIR has been applying its products in various industrial and municipal applications for water and wastewater treatment as well as in many process applications in the food, dairy and beverage markets and in the chemical industry.

MICRODYN-NADIR is headquartered in Wiesbaden, Germany, and is the water treatment business unit of MANN+HUMMEL Group."
MILTON ROY / LMI,B2-X22,http://-,http://-,"Milton Roy, LMI, Sundyne, Ansimag and Dosatron brands are part of Accudyne Industries  a leading global provider of precision-engineered, process-critical and technologically advanced flow control systems.
Our global network of water treatment professionals brings over 80 years of real-world application experience and an extensive equipment portfolio to get the results you need.

 Extensive portfolio: Metering pumps, mixers, controllers, skids, transfer pumps, polymer preparation systems and accessories
 Access to water treatment experts
 Performance, results, and value from a trusted partner"
MITSUBISHI ELECTRIC ASIA,B2-P02,http://-,http://-,"Established in 1921, Mitsubishi Electric is guided by the ""Three Principles""(Corporate Responsibility to Society, Integrity and Fairness, Global Understanding through Business) that are based on the management philosophy of Mitsubishi Group's founder, Yataro Iwasaki.

As one of Japan's most diversified electrical equipment manufacturer, we are at the forefront of technological breakthroughs, applying them to enhance quality of life globally. We also continue to improve our wide range of products, services and business activities to ensure a more sustainable world."
MOTT MACDONALD,B2-D01,http://www.mottmac.com,http://www.mottmac.com,"We provide smart, safe, and sustainable solutions for water supply, wastewater treatment, and water management. Whether we’re delivering water infrastructure projects digitally by default, utilising BIM to unlock countless efficiencies in the delivery process, or exploiting our cloud-based analytics and visualisation service MOATA to provide real-time insights into asset performance, innovation comes as standard."
MUELLER,L1-P10,http://www.muellercompany.com,http://www.muellercompany.com,"Since 1857, the Mueller name has been associated with dependable Water and Gas distribution products around the Globe. With a foundation of solid core values and a clear mission, Muellers International Division is the sales and marketing arm outside of North America for all of the companys brands and affiliates. This includes: Mueller®, US Pipe Valve & Hydrant Division, Jones®, Hydro-Guard®, Pratt®, Milliken Valve, Hydro Gate®, Lined Valve, Mueller Systems, Echologics® and Singer®."
MUHR GMBH,B2-L06,http://www.muhr.com,http://www.muhr.com,"MUHR HYDRO offer you solutions and systems for the technical use of water. Trash rack cleaning for hydroelectric power plants, all types of hydro-mechanical equipment, mechanical water treatment for waste water systems, cooling water and process water extraction and fish protection technology.
Products and Services:
hydromechanical equipment: stop logs, penstocks, sliding gates, roller gates, flap gates, screens, hydraulic drives, hoisting systems;
Screening systems, trash rack cleaning systems, mechanical water treatment, travelling band screens, screen drums, screen racks, debris handling systems."
MYCOMETER,L1-L30,http://-,http://-,"Mycometer is headquartered in Denmark. Sales offices in Tampa, US and Singapore provide worldwide services in three time zones. Mycometer has an extensive network of sales channels, including, US, SEA, Middle East and Europe. Typical customers are Water utilities, Industry and Consultants. Mycometer has an extensive collaboration with academic institutions and customers worldwide
Bactiquant®-water is a robust and reliable technology for the analysis of total bacteria in water samples, slurries, hydrophobic liquids (Oil) and a wide range of industrial liquids. The combination of on-site and on-line analysis, offers a truly unique technology, with a wide range of Applications including; Water Process"
NAIT,B2-V30,http://www.nait.ca,http://www.nait.ca,"NAIT aspires to be the most relevant and responsive post-secondary institution in Canada and one of the worlds leading polytechnics.  NAITs education and applied research is industry driven, focused on supporting the success of Albertas key drivers: energy and the environment; the bio-economy; construction and trades; manufacturing; health and care; digital economy; business and entrepreneurship.
Through our industry services, including customized training, productivity enhancement, and applied research, NAIT is transforming Alberta by delivering innovative solutions  helping enterprises compete worldwide."
NALCO WATER,B2-Q32,http://www.ecolab.com/nalco-water ,http://www.ecolab.com/nalco-water ,"About Nalco Water
The worlds leading provider of water treatment and process improvements, Nalco Water partners with customers who seek innovative solutions for water and resource constraints. We work with a wide range of businesses from commercial buildings, food processing, automotive, power generation, chemicals and primary metals to process industries like papermaking and mining. As an Ecolab company, were perfectly aligned with the corporate vision to be the global leader in water, hygiene and energy technology and services, providing and protecting what is vital."
NANYANG ENVIRONMENT AND WATER RESEARCH INSTITUTE,B2-E02,http://-,http://-,"Globally ranked among the top research and technology organisations in the environment & water domain, NEWRI strives to take its lab-scale innovations to innovative engineered solutions for the water and environmental markets. With its ‘Research-Engineering-Deployment’ (RED) philosophy, NEWRI bridges deep research with cutting-edge innovation and robust engineering to deployment at full scale.  Through industrial and CSR projects, NEWRI distinguishes itself by developing a circular economy through efficient reuse innovations and harnessing the value in waste. NEWRI comprises five Centres of Excellence (AEBC, ECMC, EPMC, R3C, SMTC), business development, a philanthropic initiative, an innovation cluster and a post-graduate education unit that form an inter-disciplinary and inter-institutional ecosystem."
NATIONAL UNIVERSITY OF SINGAPORE,L1-M10,http://www.nus.edu.sg/neri,http://www.nus.edu.sg/neri,"The National University of Singapore Environmental Research Institute (NERI) is a research intensive centre that adopts interdisciplinary approaches to tackle diverse problems relating to water resources, food, energy and the environment. NERI brings faculty members from different departments, scientists of various collaborating institutes and graduate students of different nationalities together, to brainstorm and contribute to the diverse insights and inspirations of ideas. Besides developing collaborations with institutions and universities, NERI is also the point-of-contact for government agencies and industry. Over the years, NERI has successfully work with relevant government agencies, international institutions and industrial partners."
NETAFIM,L1-J10,http://-,http://-,NA
NETHERLANDS WATER PARTNERSHIP,B2-M32,http://www.dutchwatersector.com ,http://www.dutchwatersector.com ,"The Netherlands Water Partnership (NWP) is your gateway to the Dutch water sector. Companies, NGOs, knowledge institutes and government have joined forces in this public-private partnership. From water purification to spatial planning, form governance to land reclamation, from small scale solutions to mega structures, the partnership provides a wide range of expertise. The members of the partnership have joined forces to stimulate and offer sustainable water solutions worldwide by working together. For more information about Dutch water expertise, projects, knowledge, publications and events around the world, please check the website www.dutchwatersector.com."
NETZSCH ASIA PACIFIC PTE LTD,B2-K32,http://www.pumps.netzsch.com,http://www.pumps.netzsch.com,"NETZSCH Pumpen & Systeme GmbH is the manufacturer, market &
technology leader for NEMO ® Progressing Cavity, TORNADO®
Rotary Lobe Pumps, Multi Screw Pumps and Macerators. Our products are widely applied for various applications in the WTP and WWTP. NETZSCH
Asia Pacific Pte Ltd, a wholly owned subsidiary in Singapore,
provides sales & marketing, inventory, repair and assembly
services to meet customers needs in South East Asia region.

Nemo ® Pumps are design with pressures up to 48 bar and flow
rates up to 1,000 m3/hr. Tornado® Lobe pumps are capable of flow
up to 1,000 m3/hr and pressure of 10 bar."
NICHIAS,B2-R08,http://www.nichias.co.jp/nichias-E/,http://www.nichias.co.jp/nichias-E/,"Our company is a Japanese manufacturing company which cater products for Semiconductor, Petrochemical and oil and gas sector and etc.Our  technologies consist of six core elemental technologies that include sealing, thermal insulation, soundproofing, fire-resistant, anti-corrosion as well as clean. These six technologies help protect our natural environment."
NIJHUIS INDUSTRIES,B2-P16,http://www.nijhuisindustries.com,http://www.nijhuisindustries.com,"Nijhuis Industries delivers solid solutions for sustainable water use & resource recovery, with the highest level of intelligent innovations across a wide range of industries. We meet todays challenges as well as those of the future, as a response towards a CIRCULAR economy in a fluid world. To accommodate the customer requirements, Nijhuis offers customized installations, to create profit out of (waste)water, process water and waste.

At Nijhuis Industries it is our mission to help customers to reduce, reuse and recover water and resources to create profit."
"NINGBO HSK HEALTH TECHNOLOGY CO.,LTD",B2-R38,http://www.bluecare.cc,http://www.bluecare.cc,"Bluecare, founder and leader of global advanced technology. As a key enterprise of the Chinese National One-thousand Persoonel Plan, 
Bluecare is dedicated in the application of Blue Oxygen water disinfection technologies in healthcare home appliances. It is also a modern hi-tech company that combines research, production and marketing."
NINGBO SHUIYI MEMBRANE TECHNOLOGY DEVELOPMENT CO. LTD,L1-R19,http://www.shuiyimo.com,http://www.shuiyimo.com,"Ningbo Shuiyi Membrane Technology Development Co. Ltd is committed to her customers by providing cost-effective, reliable and sustainable solutions with innovative and customer-centered high-tech UF membranes and systems. 
We devote to Green Resources with all our customers! Find good ultrafiltration membranes, please come to us SHUIYI!"
"NINGBO ZHENGGUANG RESIN CO.,LTD",B2-K09,http://www.chinaresin.com,http://www.chinaresin.com,"Ningbo Zhengguang Resin Co.,Ltd is one of the biggest ion exchange resin manufacturers in China, focus on the production of ion exchange resins, biochemical separation mediums and Macroporous adsorbents.
Zhengguang was found in 1969, has more than 40 years experiences in ion exchange resin research, development and manufacture. Zhengguang is the vice chairman of the China Ion Exchange Resin Committee and a member of WQA. Registered trading marks are Zhengguang and Hydorlite. It has ISO9001-2008, ISO 14001-2004 certificates. Food grade resins have WQA certificates.
 Zhengguang and Hydrolite brands resins are now selling to all the provinces in China, apply to power,"
NIRAS A/S,L1-L30,http://-,http://-,NA
Noelani Technologies,L1-T37,http://,http://,
NSF INTERNATIONAL,B2-P14,http://www.nsf.org,http://www.nsf.org,"NSF International is a global independent organization that writes standards, and tests and certifies products for the water, food, health sciences and consumer goods industries to minimize adverse health effects and protect the environment (nsf.org). Founded in 1944, NSF is committed to protecting human health and safety worldwide. Operating in more than 170 countries, NSF International is a Pan American Health Organization/World Health Organization (WHO) Collaborating Center on Food Safety, Water Quality and Indoor Environment.

NSFs global water services include testing, certification and auditing for municipal water treatment components and chemicals, plastic piping systems, plumbing fixtures and POU/POE."
NSL OILCHEM WASTE MANAGEMENT PTE LTD,B2-P08,http://www.nsloilchem.com.sg,http://www.nsloilchem.com.sg,"To support the growth of Singapores high-value chemical industry sector and as an extension of its existing wastewater plant in Tuas, NSL OilChem Waste Management has constructed a new NSL Industrial Wastewater Treatment Complex. 

The new complex is equipped with state-of-art laboratories and technologies and is designed to treat a wide spectrum of wastewater. 

Established in 1997, NSL OilChem Waste Management specialises in both oil-and-chemical waste management and is a major distributor of diesel oil and other petroleum products in Singapore. The company is also a member of NSL Ltd, a leading industrial group in Asia Pacific listed on Singapore."
NTERGRAPH PROCESS POWER AND OFFSHORE PTE LTD,L1-Q13,http://hexagonppm.com/,http://hexagonppm.com/,"Hexagon PPM is the worlds leading provider of enterprise engineering software enabling smarter design and operation of plants, ships and offshore facilities. 

Our engineering solutions increase productivity and accelerate projects by providing the full design, construction, materials, and engineering data management capabilities needed for the creation, safe operation and maintenance, and capital Project Life Cycle Management (cPLM) of large-scale process, power, marine and offshore projects. 

Officially rebranded globally as Hexagon PPM in June 2017, honed vision for enabling the smart digital industrial facility and extending its expertise into new markets like AEC."
OCION WATER SCIENCES GROUP,B2-W30,http://www.ocion.com,http://www.ocion.com,"Ocion Water Sciences develops, manufactures and markets environmentally responsible mineral-based products to more than 15 countries. OCION specializes in water solutions for agricultural, industrial and recreational purposes. Their products protect against the ravages of algae, bacteria and other undesirable microbes. Their products also manage organic waste and stifle noxious gases in waste water applications. OCION currently treats many of the biological water challenges of today’s world specifically in drinking and waste water. The company’s products are a safe treatment alternative to the traditional chemicals used in water and waste water treatment. The OCION solution creates a safer environment for operators and facilities."
OMYA,B2-H11,https://www.omya.com/,https://www.omya.com/,"Omya is a leading global producer of industrial minerals derived from calcium carbonate and dolomite, and a worldwide distributor of specialty chemical. As a natural mineral, calcium carbonate is used in various industries and applications such as in water & waste water treatment. For the remineralization and stabilization of desalinated and soft water Omya produces and sells Omyaqua® EN-1018 or NSF-60 drinking water approved calcium carbonate. Granular Omyaqua®  is used in Calcite Contactor systems and micronized Omyaqua® is used in Omyas modular, compact and patented ""Omya Advanced Remineralization Process"" (OARP) which provides stabilized superior water quality."
OPTIQUA TECHNOLOGIES,B2-K25,http://www.optiqua.com,http://www.optiqua.com,"Optiqua provides innovative water quality monitoring tools that outperform traditional solutions, based on our award winning optical sensor technology. Optiqua’s products provide solutions in Water Security, Smart network monitoring and environmental monitoring.

Optiqua EventLab’s unique sensor system detects any type of water contamination in real time, with a superior detection rate. EventLab is easy to install and maintain, and comes as a complete solution including intelligent data processing in the cloud.

Optiqua’s Minilab brings lab sensitivity to the field in an easy to use sample analysis tool that can detect specific compounds sensitively and fast. 

For more information please visit us at …."
OTTO GRAF GMBH,-,http://www.graf.info,http://www.graf.info,small wastewater treatment plants up to 1000PE; storm water management; rainwater harvesting; garden products; more than 200 patents;
OTTO GRAF GMBH,-,http://www.graf.info,http://www.graf.info,small wastewater treatment plants up to 1000PE; storm water management; rainwater harvesting; garden products; more than 200 patents;
PACIFIC ENGINEERING & SERVICES PTE LTD,B2-L32,http://www.pacificglobal.com.sg,http://www.pacificglobal.com.sg,"Pacific Engineering & Services Pte Ltd was established in 1992 and has since made its mark in the local and regional scene in the supplying of pumps (marine, offshore, oil & gas, food and chemical industries, sewage and waterworks), tank gauging system, inclinometers, float switch, electrical & control panel and eductor.  Brands that we represents are IDEAL, WANGEN, AZCUE, IRONPUMP, ELLEHAMMER, LIQUID LEVEL SYSTEMS, DAMCOS, EMCO CONTROLS, and many others. 

We could be reached at: 
Office Address : 130 Pioneer Road, Singapore 639587.  
Telephone : (65) 67633039
Fax : (65) 67636190
Email : pacific1@pacificglobal.com.sg
Website : www.pacificglobal.com.sg"
PAN ASIAN FLOW TECHNOLOGY PTE LTD,B2-J32,http://www.panasian.com.sg,http://www.panasian.com.sg,"PAN ASIAN FLOW TECHNOLOGY is part of Pan Asian Holdings. Pan Asian Holdings has over 30 years experience in the water business. The Singapore Exchange-listed company is headquartered in Singapore and is today home to about 250 employees in more than 5 offices and subsidiaries across the Asian region. Led and supported by a highly motivated and proactive management team across all its operations in Asia, the company continues to strive to become an excellent and trusted partner to its valued customers and product principals."
PAQUES ASIA PACIFIC,B2-M32,http://www.paques.nl,http://www.paques.nl,"For more than 35 years, Paques has been one of the world’s leading companies in the field of development and construction of cost-effective purification systems for water, wastewater and gases, based on innovative biotechnology. With over 2,550 reference installations worldwide, Paques has helped companies and municipalities to contribute to one of the major challenges of today: to reduce their water and carbon footprints and reclaim valuable resources. The biogas produced by the wastewater treatment plants can be used as green energy in boilers or gas engines. Besides the headquarters in The Netherlands, Paques has worldwide subsidiaries and/or production locations."
PARTECH INSTRUMENTS LTD,-,http://www.partech.co.uk,http://www.partech.co.uk,"We manufacture sensors and control systems for waste and drinking water treatment facilities.
We operate overseas through a network of distribution channels and have sales in over 62 countries.
We specialise in water quality parameters whose use in a treatment system help to lower energy and chemical usage thus increasing the operation efficency of the plant.
These include Turbidity, TSS, pH, ORP, Dissolved Oxygen, Oil on Water, UVT, Colour, Phosphate, Ammonia, Aluminium, Iron, Manganese and Sludge Blanket level"
PENTAIR WATER ASIA PACIFIC PTE LTD,B2-V20,http://-,http://-,"Pentair is 30,000 employees strong. We work around the globe to deliver industry leading
products, services and solutions for our customers’ diverse needs in water protection. Our inventive thinking, collaborative spirit,
disciplined work ethic and breadth of experts allows us to deliver Inspired Solutions for a
Changing World."
